heightwholenum,framemat,framefunc,widthWholeNum,lift,itemset,locationtype,leadmechanic,TotalInstallationTime,LongCarry
24,,,30,70,PUTTY,1,62,70,NULL
60,ALUMINUM,FIXED,36,25,WRAP AROUND RUBBER,1,11,65,NULL
88,,SASH RAIL,67,16,,2,6,80,NULL
64,ALUMINUM,FLUSH GLAZE,67,43,PUSH RUBBER,2,211,115,NULL
70,,SIDE PANEL,26,13,WRAP AROUND FRAME,2,90,65,NULL
13,,BOTTOM SH,41,29,WRAP AROUND FRAME,9,62,30,NULL
26,ALUMINUM,,64,10,SNAP BEADS,5,6,20,NULL
46,,FIXED,36,41,VINYL BEADS,9,90,45,NULL
46,,FIXED,30,36,VINYL BEADS,1,90,35,NULL
84,,FIXED,24,32,SNAP BEADS,6,90,210,1
72,ALUMINUM,,57,24,SCREW BEADS,2,90,155,NULL
25,ALUMINUM,BOTTOM SASH,31,44,WRAP AROUND RUBBER,12,11,65,NULL
25,VINYL,BOTTOM SASH,27,30,SNAP BEADS,9,62,50,NULL
88,ALUMINUM,FLUSH GLAZE,57,29,,2,211,80,NULL
16,VINYL,UPPER SH,31,64,SNAP BEADS,2,11,55,NULL
41,VINYL,FIXED,32,34,SNAP BEADS,9,11,80,NULL
50,,,44,84,SCREW BEADS,9,228,50,NULL
41,VINYL,FIXED,14,41,SNAP BEADS,9,62,60,NULL
12,,UPPER SH,32,60,SNAP BEADS,9,6,40,NULL
57,ALUMINUM,FLUSH GLAZE,20,34,,9,6,15,NULL
58,,FIXED,24,30,SNAP BEADS,9,90,70,NULL
62,,SLIDER,50,33,SNAP BEADS,10,228,90,NULL
20,,UPPER DH,54,72,SNAP BEADS,6,137,165,NULL
15,,UPPER DH,22,60,WRAP AROUND FRAME,9,90,45,NULL
7,,,31,240,VINYL BEADS,1,62,55,NULL
57,ALUMINUM,FIXED,58,37,SNAP BEADS,2,211,60,NULL
59,ALUMINUM,FLUSH GLAZE,46,40,,2,228,90,NULL
48,VINYL,CASEMENT,11,32,VINYL BEADS,1,6,45,NULL
45,ALUMINUM,FIXED,47,44,SCREW BEADS,5,118,130,NULL
31,,,35,84,STEEL BEADS,2,11,40,NULL
50,WOOD,FIXED,62,30,WOOD BEADS,1,211,65,NULL
31,VINYL,FIXED,27,46,VINYL BEADS,9,6,40,NULL
20,WOOD,TRANSOM,35,120,,6,118,40,NULL
108,SASH RAIL,,45,11,,2,90,80,NULL
77,STEEL,,40,2,SCREW BEADS,5,228,65,NULL
60,ALUMINUM,,34,96,SNAP BEADS,0,228,60,NULL
93,ALUMINUM,FLUSH GLAZE,43,36,,2,228,50,NULL
37,ALUMINUM,FIXED,38,60,SNAP BEADS,5,62,45,NULL
90,SASH RAIL,,60,29,,2,211,60,NULL
28,VINYL,FIXED,13,52,VINYL BEADS,9,62,45,NULL
55,ALUMINUM,FLUSH GLAZE,45,45,PUSH RUBBER,2,228,55,NULL
31,VINYL,BOTTOM SH,40,12,SNAP BEADS,9,228,45,NULL
33,,SIDELITE,26,4,SCREW BEADS,9,228,60,NULL
14,,UPPER DH,25,60,SNAP BEADS,9,6,5,NULL
82,ALUMINUM,FLUSH GLAZE,24,6,,9,118,40,NULL
0,,CASEMENT,0,28,,1,118,45,NULL
24,ALUMINUM,DOOR,40,120,SNAP BEADS,2,118,60,NULL
106,,,67,14,,2,211,85,NULL
54,,FIXED,21,216,SNAP BEADS,9,137,65,NULL
52,ALUMINUM,SLIDER,21,24,,9,62,75,NULL
25,,UPPER DH,37,60,WRAP AROUND FRAME,9,211,35,NULL
50,,,31,34,SCREW BEADS,2,6,40,NULL
59,ALUMINUM,FIXED,44,33,SNAP BEADS,2,118,65,NULL
36,,,38,65,VINYL BEADS,11,132,80,NULL
61,ALUMINUM,FIXED,58,30,SNAP BEADS,2,211,55,NULL
30,,,24,22,WRAP AROUND RUBBER,9,228,45,NULL
60,WOOD,,55,70,WOOD BEADS,1,90,90,NULL
70,,,60,34,WOOD BEADS,2,6,40,NULL
77,STEEL,,46,2,SCREW BEADS,5,6,85,NULL
63,,FIXED,52,82,SNAP BEADS,9,90,85,NULL
20,,,24,36,,6,11,60,NULL
16,WOOD,STORM DOOR,9,84,WOOD BEADS,1,118,65,NULL
26,WOOD,BOTTOM DH,28,144,PUTTY,1,6,75,NULL
34,ALUMINUM,,48,8,SNAP BEADS,2,90,50,NULL
29,WOOD,,72,60,,9,228,105,NULL
59,ALUMINUM,FIXED,42,18,SNAP BEADS,5,118,25,NULL
23,,FINTUBE SIDELITE,39,2,SCREW BEADS,9,90,35,NULL
20,,FINTUBE SIDELITE,39,2,SCREW BEADS,9,90,25,NULL
73,ALUMINUM,FLUSH GLAZE,54,37,,2,90,40,NULL
24,ALUMINUM,,38,49,SNAP BEADS,2,6,30,NULL
42,STEEL,,29,39,SCREW BEADS,2,228,150,NULL
39,VINYL,SLIDER,26,43,SNAP BEADS,9,90,30,NULL
54,VINYL,,23,132,SNAP BEADS,1,118,60,NULL
46,,FIXED,24,40,SNAP BEADS,9,6,10,NULL
58,ALUMINUM,SLIDER,37,27,WRAP AROUND RUBBER,10,118,65,NULL
14,WOOD,SASH,10,72,PUTTY,1,118,55,NULL
75,WOOD,,42,29,,2,228,85,NULL
34,ALUMINUM,CURTAIN WALL,56,4,,5,62,85,1
23,ALUMINUM,CURTAIN WALL,76,12,,13,118,80,NULL
36,ALUMINUM,FIXED,20,60,PUSH RUBBER,9,90,45,NULL
41,VINYL,FIXED,32,39,VINYL BEADS,9,6,45,NULL
12,VINYL,BOTTOM SASH,26,50,SNAP BEADS,1,11,25,NULL
18,VINYL,,20,61,SNAP BEADS,9,11,40,NULL
72,ALUMINUM,FLUSH GLAZE,56,4,,2,211,35,NULL
27,VINYL,BOTTOM SASH,32,25,SNAP BEADS,9,90,70,NULL
55,,FIXED,43,25,SNAP BEADS,9,118,35,NULL
60,ALUMINUM,FIXED,52,38,SNAP BEADS,2,211,115,NULL
64,ALUMINUM,FLUSH GLAZE,55,43,,2,228,30,NULL
54,,FIXED,28,26,SNAP BEADS,9,90,100,NULL
30,VINYL,TOP SASH,27,60,SNAP BEADS,9,118,60,NULL
19,BOTTOM SH,,38,40,WRAP AROUND FRAME,9,228,40,NULL
69,ALUMINUM,FLUSH GLAZE,30,31,,2,211,50,NULL
48,ALUMINUM,SLIDER,32,40,WRAP AROUND RUBBER,9,90,40,NULL
20,ALUMINUM,FIXED,41,40,SNAP BEADS,1,6,50,NULL
33,,BOTTOM SH,31,26,SNAP BEADS,9,11,70,NULL
78,ALUMINUM,FLUSH GLAZE,49,7,,2,11,40,NULL
42,VINYL,SLIDER,26,48,WRAP AROUND FRAME,1,11,65,NULL
83,ALUMINUM,,38,2,SNAP BEADS,9,211,25,NULL
22,BOTTOM SH,,30,32,SNAP BEADS,9,11,35,NULL
68,ALUMINUM,BOTTOM SH,34,16,SNAP BEADS,2,211,60,NULL
80,FINTUBE,,44,120,SCREW BEADS,9,211,100,NULL
59,FINTUBE,SIDELITE,40,24,SCREW BEADS,9,211,35,NULL
46,VINYL,FIXED,41,30,VINYL BEADS,9,118,40,NULL
39,VINYL,SLIDER,32,41,SNAP BEADS,9,11,55,NULL
24,,BOTTOM DH,14,84,PUTTY,2,118,50,NULL
18,METAL,,18,30,,2,11,50,NULL
50,ALUMINUM,FIXED,26,44,SNAP BEADS,1,90,80,NULL
30,,FIXED,32,51,SNAP BEADS,9,90,30,NULL
19,VINYL,GARAGE DOOR VISION PANEL,42,72,,1,211,30,NULL
26,,UPPER DH,40,60,VINYL BEADS,9,118,50,NULL
39,,HOPPER WINDOW,49,38,SNAP BEADS,9,6,40,NULL
30,VINYL,UPPER DH,34,120,SNAP BEADS,1,62,70,NULL
28,VINYL,FIXED,20,36,SNAP BEADS,0,118,40,NULL
42,VINYL,SLIDER,21,40,VINYL BEADS,9,211,20,NULL
32,ALUMINUM,TRANSOM,35,84,SNAP BEADS,4,11,40,NULL
84,WOOD,,46,24,WOOD BEADS,2,211,70,NULL
53,VINYL,FIXED,14,26,VINYL BEADS,9,6,25,NULL
29,,FIXED,26,51,SNAP BEADS,9,118,65,NULL
40,,FIXED,79,96,SNAP BEADS,9,211,90,NULL
60,,LUG SASH TOP,82,22,,2,211,125,NULL
27,ALUMINUM,FLUSH GLAZE,34,59,PUSH RUBBER,2,228,20,NULL
57,ALUMINUM,FLUSH GLAZE,14,32,,9,118,55,NULL
84,WOOD,,28,4,WOOD BEADS,2,228,105,NULL
23,,Bottom of Double Hung,26,18,Wrap Around Frame,1,62,25,NULL
34,,UPPER DH,34,60,PUTTY,2,228,40,NULL
67,ALUMINUM,FLUSH GLAZE,41,36,,1,90,30,NULL
30,VINYL,SLIDER,21,53,SNAP BEADS,9,118,55,NULL
20,VINYL,BOTTOM SASH,19,40,SNAP BEADS,9,118,65,NULL
41,VINYL,FIXED,20,36,SNAP BEADS,9,118,35,NULL
57,ALUMINUM,FIXED,58,28,SNAP BEADS,2,90,115,NULL
31,VINYL,BOTTOM SASH,29,39,SNAP BEADS,1,118,45,NULL
33,,TOP SH,31,44,,9,6,30,NULL
40,ALUMINUM,FLUSH GLAZE,44,44,,2,11,35,NULL
61,VINYL,FIXED,43,26,SNAP BEADS,11,62,140,NULL
15,VINYL,SASH,30,48,SNAP BEADS,1,118,105,NULL
59,,,94,33,,2,6,95,NULL
33,,BOTTOM SH,31,24,VINYL BEADS,9,6,25,NULL
18,VINYL,BOTTOM SH,31,30,VINYL BEADS,9,62,50,NULL
19,VINYL,BOTTOM SH,31,30,VINYL BEADS,9,62,30,NULL
28,ALUMINUM,CURTAINWALL,15,72,PRESSURE PLATE,2,62,160,NULL
14,,BOTTOM SH,19,48,VINYL BEADS,0,228,10,NULL
45,,,32,33,,9,6,30,NULL
28,ALUMINUM,BOTTOM SH,30,30,VINYL BEADS,9,118,50,NULL
28,,BOTTOM SH,31,36,WRAP AROUND FRAME,9,6,30,NULL
51,STEEL,,46,28,SCREW BEADS,2,90,45,NULL
33,VINYL,TOP SH,31,60,SNAP BEADS,1,11,55,NULL
29,ALUMINUM,,58,1,SNAP BEADS,2,228,35,NULL
17,VINYL,SLIDER,15,45,WRAP AROUND RUBBER,2,118,25,NULL
45,METAL,TRANSOM,87,86,SNAP BEADS,9,118,85,NULL
15,STAINLESS STEEL,FIXED,37,13,SCREW BEADS,2,137,60,NULL
55,METAL,SIDELITE,23,35,SCREW BEADS,2,11,40,NULL
36,METAL,SKYLITE,36,144,,2,6,40,NULL
31,VINYL,BOTTOM SASH,25,24,SNAP BEADS,2,118,35,NULL
34,ALUMINUM,FIXED,32,50,SNAP BEADS,9,90,30,NULL
51,WOOD,FIXED,12,36,WOOD BEADS,5,228,80,NULL
67,ALUMINUM,FLUSH GLAZE,41,36,,2,90,30,NULL
44,VINYL,FIXED,14,32,SNAP BEADS,9,228,30,NULL
61,VINYL,FIXED,43,26,SNAP BEADS,11,62,90,NULL
28,,TOP SH,31,56,SNAP BEADS,2,211,20,NULL
43,ALUMINUM,FLUSH GLAZE,12,2,,9,90,25,NULL
50,ALUMINUM,FLUSH GLAZE,32,48,,0,228,25,NULL
29,,FIXED,26,4,VINYL BEADS,9,211,60,NULL
22,ALUMINUM,,56,61,SNAP BEADS,2,211,25,1
82,ALUMINUM,FLUSH GLAZE,23,6,,9,211,30,NULL
36,VINYL,TOP SH,31,84,VINYL BEADS,1,228,70,NULL
56,ALUMINUM,FLUSH GLAZE,25,30,,2,6,15,NULL
17,,LUG SASH,71,6,,0,228,35,NULL
80,WOOD,,33,12,WOOD BEADS,2,211,30,NULL
20,VINYL,TOP DH,15,30,VINYL BEADS,1,211,35,NULL
38,,UPPER SH,24,60,SNAP BEADS,1,62,35,NULL
36,ALUMINUM,TOP SASH,32,34,WRAP AROUND RUBBER,12,11,105,NULL
23,VINYL,TOP SH,31,30,VINYL BEADS,1,62,40,NULL
33,VINYL,TOP SH,31,44,,9,62,45,NULL
95,,LUG SASH,50,24,,2,6,80,NULL
72,ALUMINUM,FLUSH GLAZE,67,28,,5,211,45,NULL
77,ALUMINUM,FLUSH GLAZE,31,12,,13,6,20,NULL
69,ALUMINUM,CURTAINWALL,74,240,PRESSURE PLATE,2,6,175,NULL
78,ALUMINUM,FLUSH GLAZE,56,22,,9,90,30,NULL
72,,,31,30,,9,118,30,NULL
40,VINYL,FIXED,31,38,SNAP BEADS,9,90,45,NULL
20,,TOP SH,43,30,VINYL BEADS,9,62,20,NULL
60,,FIXED,56,28,SNAP BEADS,11,228,145,NULL
33,,BOTTOM SH,31,30,,9,90,10,NULL
33,,,27,27,VINYL BEADS,9,62,45,NULL
14,WOOD,BOTTOM DH,12,156,PUTTY,1,62,65,NULL
25,,BOTTOM SH,35,30,VINYL BEADS,1,62,40,NULL
82,ALUMINUM,FLUSH GLAZE,19,5,,0,6,20,NULL
82,ALUMINUM,,46,1,SNAP BEADS,2,118,65,NULL
26,,,34,51,SNAP BEADS,9,6,30,NULL
62,ALUMINUM,FLUSH GLAZE,37,34,,2,228,35,NULL
70,ALUMINUM,FLUSH GLAZE,35,10,,2,90,30,NULL
76,ALUMINUM,FLUSH GLAZE,60,31,,9,211,55,NULL
40,VINYL,FIXED,51,36,,9,62,80,NULL
42,,FIXED,33,40,VINYL BEADS,9,6,45,NULL
14,,,36,28,SNAP BEADS,1,139,45,NULL
59,ALUMINUM,FIXED,44,23,SNAP BEADS,10,211,50,NULL
34,,BOTTOM SH,28,8,SNAP BEADS,1,62,35,NULL
23,METAL,,39,2,SCREW BEADS,2,6,60,NULL
82,ALUMINUM,FLUSH GLAZE,19,5,,0,228,10,NULL
79,VINYL,SIDELITE,21,2,SNAP BEADS,9,228,25,NULL
8,,,69,86,SNAP BEADS,2,228,30,NULL
37,,,42,4,,13,211,30,NULL
53,VINYL,FIXED,34,24,SNAP BEADS,9,6,20,NULL
59,,SIDELITE,39,24,SCREW BEADS,9,228,40,NULL
26,ALUMINUM,FLUSH GLAZE,79,41,,2,211,15,NULL
18,,,36,72,SNAP BEADS,12,90,95,NULL
88,ALUMINUM,FLUSH GLAZE,56,25,,2,211,30,NULL
33,,BOTTOM SH,28,18,SNAP BEADS,9,228,40,NULL
36,ALUMINUM,,38,31,SNAP BEADS,2,62,25,NULL
45,ALUMINUM,SIDELITE,23,36,SNAP BEADS,9,228,15,NULL
26,WOOD,FIXED,48,20,WOOD BEADS,1,118,80,NULL
34,ALUMINUM,FIXED,49,61,SNAP BEADS,2,6,120,NULL
24,,,40,84,WOOD BEADS,1,118,95,NULL
43,ALUMINUM,FLUSH GLAZE,55,40,,2,118,50,NULL
36,,BOTTOM SH,21,7,,1,90,45,NULL
43,,FIXED,21,40,VINYL BEADS,0,62,50,NULL
10,,,27,74,VINYL BEADS,1,6,30,NULL
32,,,19,59,VINYL BEADS,1,62,40,NULL
26,,,37,67,SNAP BEADS,12,90,80,NULL
86,,,62,32,,2,211,105,NULL
33,,BOTTOM SH,25,62,SNAP BEADS,9,62,30,NULL
26,ALUMINUM,FLUSH GLAZE,37,84,,2,6,20,NULL
23,,FIXED,28,68,VINYL BEADS,9,211,35,NULL
26,VINYL,FIXED,18,21,SNAP BEADS,9,118,45,NULL
58,,SIDELITE,26,28,WOOD BEADS,9,6,50,NULL
58,,,32,30,SCREW BEADS,2,6,30,NULL
32,,,16,22,PUTTY,1,6,30,NULL
41,,,31,84,VINYL BEADS,1,118,60,NULL
98,,LUG SASH,66,11,,2,90,85,NULL
110,SASH RAIL,,44,21,,9,211,70,NULL
66,WOOD,FIXED,21,12,WOOD BEADS,1,118,185,NULL
34,,BOTTOM SH,55,36,WRAP AROUND FRAME,9,6,75,NULL
27,ALUMINUM,FLUSH GLAZE,32,2,PUSH RUBBER,2,90,30,NULL
33,,SIDELITE,26,4,SCREW BEADS,9,6,30,NULL
122,ALUMINUM,,12,4,SNAP BEADS,6,228,35,NULL
133,,,27,17,,2,6,30,NULL
24,,BOTTOM SH,32,30,SNAP BEADS,1,118,55,NULL
51,ALUMINUM,,41,86,SNAP BEADS,5,6,30,NULL
33,,,31,55,SNAP BEADS,9,211,35,NULL
69,ALUMINUM,CURTAIN WALL,95,27,,6,90,95,NULL
14,,,14,4,VINYL BEADS,1,228,30,NULL
28,,,27,39,,1,228,90,NULL
33,,BOTTOM SH,31,25,SNAP BEADS,9,62,60,NULL
27,,SLIDER,19,38,WRAP AROUND FRAME,2,137,75,NULL
32,,,28,58,VINYL BEADS,9,118,55,1
21,,,28,26,VINYL BEADS,9,211,30,NULL
27,VINYL,SLIDER,13,54,VINYL BEADS,9,62,25,NULL
40,,,30,38,WRAP AROUND RUBBER,1,211,40,NULL
22,,SLIDER,24,72,WRAP AROUND FRAME,0,6,35,NULL
82,ALUMINUM,FLUSH GLAZE,18,4,,9,228,20,NULL
48,,,14,44,VINYL BEADS,1,118,45,NULL
45,ALUMINUM,FLUSH GLAZE,31,50,,2,228,50,NULL
33,,BOTTOM SH,31,9,SNAP BEADS,2,62,45,NULL
24,ALUMINUM,FLUSH GLAZE,47,4,,2,6,25,NULL
39,,BOTTOM SH,39,72,PUTTY,1,62,55,NULL
30,VINYL,SLIDER,15,46,SNAP BEADS,9,139,40,NULL
10,VINYL,SLIDER,14,64,SNAP BEADS,1,62,40,NULL
95,,SNAP SASH,42,14,,2,6,35,NULL
22,,BOTTOM SH,78,42,,2,118,80,NULL
56,,FIXED,35,27,SNAP BEADS,9,6,80,NULL
51,,SLIDER,26,25,SNAP BEADS,9,228,40,NULL
68,ALUMINUM,,28,50,SNAP BEADS,2,139,40,NULL
42,,FIXED,15,40,VINYL BEADS,9,6,80,NULL
54,ALUMINUM,FLUSH GLAZE,39,26,,2,90,20,NULL
48,ALUMINUM,FIXED,50,36,PUSH RUBBER,9,139,100,NULL
35,ALUMINUM,,36,87,SNAP BEADS,1,211,20,NULL
60,ALUMINUM,FIXED,52,23,SNAP BEADS,9,90,55,NULL
45,ALUMINUM,FLUSH GLAZE,35,48,,2,118,20,NULL
106,,,16,35,WOOD BEADS,1,228,80,NULL
43,,,20,96,VINYL BEADS,1,6,40,NULL
39,,,32,51,SNAP BEADS,9,137,120,NULL
26,,,18,33,WOOD BEADS,1,90,45,NULL
45,,,35,38,SCREW BEADS,6,6,50,NULL
0,ANDERSEN,,0,24,,1,118,50,NULL
76,ALUMINUM,FLUSH GLAZE,61,24,,2,211,65,NULL
99,ALUMINUM,,45,22,SNAP BEADS,2,228,65,NULL
23,,,22,36,WRAP AROUND FRAME,9,118,40,NULL
29,,BOTTOM SH,23,30,WRAP AROUND FRAME,1,228,35,NULL
47,ALUMINUM,CURTAINWALL,29,14,PRESSURE PLATE,1,228,60,NULL
56,ALUMINUM,FIXED,45,35,VINYL BEADS,11,118,70,NULL
45,,SLIDER,32,34,WRAP AROUND FRAME,9,6,25,NULL
45,,FIXED,32,34,VINYL BEADS,9,6,30,NULL
62,ALUMINUM,FIXED,33,23,SNAP BEADS,2,228,75,NULL
12,,,7,60,WOOD BEADS,9,90,30,NULL
54,VINYL,SLIDER,32,25,SNAP BEADS,9,90,60,NULL
22,,FIXED,18,72,PUSH RUBBER,9,118,50,NULL
15,,BOTTOM DH,25,30,,1,228,15,NULL
40,,TOP SH,18,35,SNAP BEADS,9,62,40,NULL
21,,,32,26,VINYL BEADS,9,90,40,NULL
82,ALUMINUM,FLUSH GLAZE,23,5,,9,228,10,NULL
60,ALUMINUM,FIXED,58,34,SNAP BEADS,2,228,40,NULL
25,,,31,60,WOOD BEADS,1,118,45,NULL
26,,BOTTOM SH,36,30,VINYL BEADS,9,211,60,NULL
58,ALUMINUM,FIXED,18,36,SNAP BEADS,1,62,55,NULL
12,,,26,72,VINYL BEADS,1,62,45,NULL
63,ALUMINUM,FLUSH GLAZE,34,36,,13,228,25,NULL
79,ALUMINUM,,76,5,SNAP BEADS,4,211,65,NULL
44,ALUMINUM,FIXED,22,36,VINYL BEADS,1,62,45,NULL
33,,BOTTOM SH,31,19,SNAP BEADS,1,118,45,NULL
42,,,44,84,SNAP BEADS,12,211,35,NULL
27,,,38,23,VINYL BEADS,2,6,40,NULL
42,VINYL,SLIDER,32,38,SNAP BEADS,9,62,40,NULL
55,ALUMINUM,FIXED,30,35,SNAP BEADS,9,62,45,NULL
12,,,10,72,,9,228,25,NULL
23,,,19,30,VINYL BEADS,9,62,45,NULL
23,ALUMINUM,FIXED,64,6,SCREW BEADS,2,118,25,NULL
39,VINYL,FIXED,31,43,SNAP BEADS,9,228,60,NULL
70,ALUMINUM,FLUSH GLAZE,41,12,,2,228,40,NULL
41,,BOTTOM SH,41,38,SNAP BEADS,9,118,100,NULL
25,,BOTTOM SH,31,41,WRAP AROUND RUBBER,12,6,20,NULL
78,ALUMINUM,SIDELITE,36,5,SNAP BEADS,9,228,15,NULL
92,ALUMINUM,FLUSH GLAZE,46,1,,2,211,65,NULL
25,WOOD,WINDOW,25,144,WOOD BEADS,4,228,30,NULL
74,,,31,12,,2,6,50,NULL
76,ALUMINUM,FLUSH GLAZE,24,33,,5,90,60,NULL
11,,FIXED,26,72,,9,137,60,NULL
22,,,26,60,WRAP AROUND FRAME,9,6,30,NULL
37,,,38,28,WRAP AROUND FRAME,9,118,10,NULL
68,,,85,32,WOOD BEADS,1,211,125,NULL
0,,FIXED,0,36,,1,118,75,NULL
45,,,45,24,,9,118,55,NULL
55,ALUMINUM,FIXED,12,35,SNAP BEADS,9,62,65,NULL
52,VINYL,FIXED,20,24,SNAP BEADS,9,90,65,NULL
18,,BOTTOM SH,23,60,VINYL BEADS,2,62,35,NULL
50,,,59,21,WOOD BEADS,5,211,10,NULL
52,ALUMINUM,FIXED,43,40,SNAP BEADS,1,228,45,NULL
65,ALUMINUM,FLUSH GLAZE,25,36,,9,139,30,NULL
40,,,18,39,SNAP BEADS,9,62,65,NULL
66,,FINTUBE,88,192,SCREW BEADS,9,6,70,NULL
86,,FINTUBE,46,114,SCREW BEADS,9,6,70,1
91,ALUMINUM,FLUSH GLAZE,22,2,PUSH RUBBER,13,118,35,NULL
27,,,28,65,WRAP AROUND FRAME,1,62,35,NULL
43,VINYL,SLIDER,18,33,SNAP BEADS,9,62,50,NULL
104,,,95,34,,2,211,85,NULL
27,VINYL,FIXED,47,3,SNAP BEADS,9,62,45,NULL
40,WOOD,SIDELITE,23,2,WOOD BEADS,0,228,140,NULL
28,ALUMINUM,,36,86,SNAP BEADS,2,228,40,NULL
16,,,42,54,SNAP BEADS,1,211,35,NULL
48,ALUMINUM,FLUSH GLAZE,41,36,,5,118,35,NULL
36,ALUMINUM,CURTAINWALL,21,60,PRESSURE PLATE,2,6,55,NULL
24,WOOD,FIXED,48,42,WOOD BEADS,1,228,50,NULL
52,WOOD,FIXED,46,69,PUTTY,1,228,55,NULL
82,ALUMINUM,FLUSH GLAZE,39,2,PUSH RUBBER,2,62,35,NULL
30,,BOTTOM SH,31,29,SNAP BEADS,9,211,25,NULL
56,ALUMINUM,,56,30,SNAP BEADS,5,6,100,1
28,VINYL,SLIDER,21,48,SNAP BEADS,1,6,35,NULL
79,,,67,29,,2,6,65,NULL
14,WOOD,DOUBLE HUNG,12,192,PUTTY,1,118,60,NULL
0,ALUMINUM,FLUSH GLAZE,0,33,,2,228,45,NULL
67,ALUMINUM,CURTAINWALL,48,38,PRESSURE PLATE,12,6,125,NULL
40,,,32,34,PUTTY,1,90,80,NULL
48,VINYL,FIXED,21,32,SNAP BEADS,1,90,50,NULL
20,,,29,60,,1,90,35,NULL
46,ALUMINUM,FIXED,57,34,VINYL BEADS,9,118,80,NULL
39,VINYL,FIXED,33,5,VINYL BEADS,0,118,25,NULL
60,,SLIDER,36,30,SNAP BEADS,9,90,70,NULL
58,ALUMINUM,FLUSH GLAZE,51,36,,2,228,55,NULL
56,,,40,56,,2,228,30,NULL
53,,FIXED,27,30,SNAP BEADS,9,118,135,NULL
42,VINYL,SLIDER,32,39,SNAP BEADS,9,228,35,NULL
16,,,30,53,VINYL BEADS,1,228,30,NULL
30,ALUMINUM,FLUSH GLAZE,42,2,,2,118,30,NULL
82,ALUMINUM,FLUSH GLAZE,17,7,,0,228,5,NULL
103,ALUMINUM,FLUSH GLAZE,44,17,,2,211,30,NULL
72,ALUMINUM,FLUSH GLAZE,54,48,,2,118,40,NULL
27,,,39,34,VINYL BEADS,9,211,35,NULL
18,,,43,45,SNAP BEADS,2,6,5,NULL
72,ALUMINUM,FLUSH GLAZE,56,38,,0,6,30,NULL
59,,FIXED,41,22,SNAP BEADS,10,118,90,NULL
47,VINYL,FIXED,27,36,SNAP BEADS,9,211,35,NULL
76,WOOD,FIXED,34,5,WOOD BEADS,1,62,105,NULL
62,ALUMINUM,FLUSH GLAZE,65,21,,2,211,30,NULL
90,SASH RAIL,BOTTOM SH,48,23,,2,118,70,NULL
25,,BOTTOM SH,25,33,,1,62,30,NULL
61,ALUMINUM,CURTAINWALL,37,38,PRESSURE PLATE,10,211,85,NULL
75,,,19,4,SCREW BEADS,13,90,50,NULL
52,ALUMINUM,FIXED,43,40,SNAP BEADS,9,228,40,NULL
28,ALUMINUM,FLUSH GLAZE,36,23,,12,228,65,NULL
27,,TOP SH,26,56,VINYL BEADS,2,118,30,NULL
28,,,31,26,WRAP AROUND FRAME,9,228,25,NULL
27,,BOTTOM SH,31,26,VINYL BEADS,9,6,15,NULL
60,,,24,36,,1,90,70,NULL
67,,,54,20,,2,211,45,NULL
22,,BOTTOM SH,28,32,,1,211,40,NULL
13,,,29,72,,1,62,55,NULL
84,,,72,33,,2,90,45,NULL
29,WOOD,FIXED,41,80,,1,228,155,NULL
38,,,32,60,PUTTY,1,118,55,NULL
64,VINYL,FIXED,34,13,VINYL BEADS,1,62,65,NULL
23,,TOP DH,26,58,WRAP AROUND FRAME,1,6,25,NULL
16,,BOTTOM SH,31,30,WRAP AROUND RUBBER,9,62,30,NULL
27,,,31,60,SNAP BEADS,9,90,65,NULL
33,,,31,57,SNAP BEADS,9,118,70,NULL
39,,,32,50,SNAP BEADS,9,137,175,NULL
81,WOOD,FIXED,27,12,WOOD BEADS,9,228,85,NULL
80,SASH RAIL,,128,26,,2,211,140,NULL
24,,TOP SH,31,30,WRAP AROUND RUBBER,9,90,30,NULL
21,,,36,51,SNAP BEADS,1,228,65,NULL
48,,SLIDER,32,33,WRAP AROUND FRAME,9,211,50,NULL
24,,,44,48,VINYL BEADS,7,139,30,NULL
16,,,33,26,VINYL BEADS,9,62,60,NULL
34,,,31,68,VINYL BEADS,1,228,55,NULL
14,,,12,60,PUTTY,2,228,30,NULL
29,,,42,80,VINYL BEADS,1,211,70,NULL
49,ALUMINUM,FIXED,36,59,WRAP AROUND RUBBER,13,118,70,1
18,VINYL,FIXED,42,11,SNAP BEADS,9,118,45,NULL
54,,,66,40,VINYL BEADS,1,211,65,NULL
26,ALUMINUM,,35,2,SNAP BEADS,5,90,35,NULL
88,ALUMINUM,FLUSH GLAZE,32,39,PUSH RUBBER,1,228,70,NULL
35,,,26,26,WRAP AROUND FRAME,2,90,60,NULL
18,,FIXED,22,60,,0,118,30,NULL
72,,SIDELITE,15,7,WOOD BEADS,1,118,40,NULL
70,ALUMINUM,FIXED,54,36,SNAP BEADS,2,211,85,NULL
88,ALUMINUM,,69,20,SNAP BEADS,2,90,70,NULL
82,ALUMINUM,FLUSH GLAZE,21,5,,9,139,15,NULL
27,,,32,56,VINYL BEADS,9,228,50,NULL
29,,BOTTOM SH,28,21,PUTTY,1,211,60,NULL
86,ALUMINUM,FLUSH GLAZE,50,31,PUSH RUBBER,2,211,25,NULL
22,,,30,35,VINYL BEADS,9,228,25,NULL
41,ALUMINUM,FLUSH GLAZE,43,6,PUSH RUBBER,9,90,40,NULL
0,,,0,31,,1,62,40,NULL
91,ALUMINUM,FLUSH GLAZE,34,3,,2,211,20,NULL
